C23.888.646.100.200;Abdomen, Acute;D000006
C23.888.821.030.249;Abdomen, Acute;D000006
C26.017;Abdominal Injuries;D000007
C04.588.033;Abdominal Neoplasms;D000008
C16.320.565.398.500.440.500;Abetalipoproteinemia;D000012
C18.452.584.500.875.440.500;Abetalipoproteinemia;D000012
C18.452.648.398.500.440.500;Abetalipoproteinemia;D000012
C16.131;Congenital Abnormalities;D000013
C16.131.042;Abnormalities, Drug-Induced;D000014
C16.131.077;Abnormalities, Multiple;D000015
C16.131.080;Abnormalities, Radiation-Induced;D000016
C26.733.031;Abnormalities, Radiation-Induced;D000016
C13.703.039;Abortion, Spontaneous;D000022
C13.703.039.089;Abortion, Habitual;D000026
C13.703.039.093;Abortion, Incomplete;D000027
C13.703.039.173;Abortion, Missed;D000030
C01.539.674.173;Abortion, Septic;D000031
C13.703.039.256;Abortion, Septic;D000031
C13.703.700.173;Abortion, Septic;D000031
C13.703.039.339;Abortion, Threatened;D000033
C13.703.039.422;Abortion, Veterinary;D000034
C22.021;Abortion, Veterinary;D000034
C13.703.420.078;Abruptio Placentae;D000037
C13.703.590.132;Abruptio Placentae;D000037
C01.539.830.025;Abscess;D000038
C23.550.470.756.100;Abscess;D000038
C01.539.830.025.675;Peritonsillar Abscess;D000039
C07.550.781.750.500;Peritonsillar Abscess;D000039
C08.730.561.750.500;Peritonsillar Abscess;D000039
C09.775.649.750.500;Peritonsillar Abscess;D000039
C17.800.865.070;Acantholysis;D000051
C23.550.035;Acantholysis;D000051
C17.800.621.430.530.100;Acanthosis Nigricans;D000052
C06.405.748.045;Achlorhydria;D000126
C18.452.076.087;Achlorhydria;D000126
C05.116.099.343.110;Achondroplasia;D000130
C05.116.099.708.017;Achondroplasia;D000130
C16.320.240.500;Achondroplasia;D000130
C18.452.076;Acid-Base Imbalance;D000137
C18.452.076.176;Acidosis;D000138
C18.452.076.176.180;Acidosis, Lactic;D000140
C12.777.419.815.093;Acidosis, Renal Tubular;D000141
C13.351.968.419.815.093;Acidosis, Renal Tubular;D000141
C16.320.565.861.093;Acidosis, Renal Tubular;D000141
C18.452.076.176.210;Acidosis, Renal Tubular;D000141
C18.452.648.861.093;Acidosis, Renal Tubular;D000141
C08.618.846.093;Acidosis, Respiratory;D000142
C18.452.076.176.310;Acidosis, Respiratory;D000142
C01.252.400.560.022;Acinetobacter Infections;D000151
C17.800.030.150;Acne Vulgaris;D000152
C17.800.271.125.200;Acne Vulgaris;D000152
C17.800.794.111;Acne Vulgaris;D000152
C17.300.200.425.125;Acne Keloid;D000153
C17.800.030.030;Acne Keloid;D000153
C17.800.271.125.125;Acne Keloid;D000153
C17.800.329.500.261;Acne Keloid;D000153
C09.218.807.800;Vestibulocochlear Nerve Diseases;D000160
C10.292.910;Vestibulocochlear Nerve Diseases;D000160
C02.782.815.616.400.040;Acquired Immunodeficiency Syndrome;D000163
C02.800.801.400.040;Acquired Immunodeficiency Syndrome;D000163
C02.839.040;Acquired Immunodeficiency Syndrome;D000163
C20.673.480.040;Acquired Immunodeficiency Syndrome;D000163
C05.116.099.370.894.232.015;Acrocephalosyndactylia;D000168
C05.116.099.370.894.819.100;Acrocephalosyndactylia;D000168
C05.660.207.240.100;Acrocephalosyndactylia;D000168
C05.660.207.707.249.100;Acrocephalosyndactylia;D000168
C05.660.585.800.100;Acrocephalosyndactylia;D000168
